username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
melindrosaS2;2019-05-06 10:33;0;3;"Fui comentar com meu irmão que finalmente meu pai contratou um homem de beleza impressionante p trabalhar aqui na retifica , o pequeno logo disse "Esse lance da cadeia, assedio no ambiente de trabalho..." criança sábia";;;;"1125393167270993921";https://twitter.com/melindrosaS2/status/1125393167270993921
mvcopodcast;2019-05-06 09:35;18;104;"No último episódio desta temporada do Maria, uma engenheira e uma advogada falam sobre assédio no ambiente de trabalho, as consequências nas suas carreiras e os recursos existentes para quem passa por isso. https://piaui.folha.uol.com.br/maria-vai-com-as-outras-8-culpa-nao-e-sua/ …";;;;"1125378550104764417";https://twitter.com/mvcopodcast/status/1125378550104764417
TrabalhistaWiki;2019-05-06 08:00;0;0;"Em novo formato, programa Jornada aborda assédio moral no trabalho - https://www.trabalhista.wiki.br/?p=28061";;;;"1125354550297333760";https://twitter.com/TrabalhistaWiki/status/1125354550297333760
actportugal;2019-05-06 07:34;0;0;"O @ IRSST publicou, na última edição da revista no trabalho de prevenção, um artigo sobre assédio no local de trabalho. Fique a saber alguns conceitos e boas práticas de prevenção para pôr fim ao assédio no trabalho. @ CNESST https://twitter.com/IRSST/status/1124834857350324225 …";;@ @;;"1125348155841757184";https://twitter.com/actportugal/status/1125348155841757184
assisemendes;2019-05-06 07:30;0;0;"[TST] Em novo formato, programa Jornada aborda assédio moral no trabalho. A produção em vídeo do TST foi reformulada para a linguagem de internet.. Veja mais informações em nosso site http://www.assisemendes.com.br  http://www.tst.jus.br/web/guest/noticias/-/asset_publisher/89Dk/content/id/24875143 …";;;;"1125347042941919232";https://twitter.com/assisemendes/status/1125347042941919232
ITrabalhista;2019-05-06 06:50;0;0;"Cartilha de Prevenção ao Assédio Moral, disponibilizado pelo Tribunal Superior do Trabalho, segue no link da bio para download. ⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀ # prevencao # assediomoral # tst # cartilha # itrab… https://www.instagram.com/institutotrabalhista/p/BxHd1qcDniN/?igshid=zuhltrnowvuc …";;;# # # # #;"1125336916864524291";https://twitter.com/ITrabalhista/status/1125336916864524291
__beazinha;2019-05-05 22:43;0;3;"terminei agora a série Assédio da @ globoplay parabéns aos produtores, atores e atrizes, excelente trabalho. O mundo precisa saber mais sobre a verdade. E em relação ao fato abaixo, só me faz sentir nojo desse país, onde um lixo desses não foi condenado a morte. pic.twitter.com/cyUSfWK6gb";;@;;"1125214453123956737";https://twitter.com/__beazinha/status/1125214453123956737
Danielnarques20;2019-05-05 13:51;0;1;"Vamos apoar esse projeto pelo bem dos trabalhadores(as) O Plenário da Câmara dos Deputados aprovou nesta terça-feira (12) o Projeto de Lei 4742/01, que tipifica, no Código Penal, o crime de assédio moral no ambiente de trabalho. A proposta será enviada ao Senado.";;;;"1125080636824477697";https://twitter.com/Danielnarques20/status/1125080636824477697
kidzgrassa;2019-05-04 23:35;0;0;"A romantização do assédio sexual no trabalho era moda meu pai";;;;"1124865185657884672";https://twitter.com/kidzgrassa/status/1124865185657884672
reginalacerdadf;2019-05-04 20:05;0;0;"Emocionante a participação dos funcionários do setor administrativo do Colégio Batista de Brasília em minha Palestra hoje pela manhã sobre ASSEDIO MORAL NO TRABALHO. Foi maravilhoso! pic.twitter.com/yHYyfZAIn2";;;;"1124812269223911424";https://twitter.com/reginalacerdadf/status/1124812269223911424
DouglasPeira;2019-05-04 19:55;0;0;"Super indico! Uma animação divertida e leve, mas que consegue tratar com bastante clareza e responsabilidade temas como aceitação social, igualdade salarial para as mulheres, assédio no trabalho e até violência sexual. http://www.netflix.com/title/80198137?source=android …";;;;"1124809680000356352";https://twitter.com/DouglasPeira/status/1124809680000356352
Rose23712736;2019-05-04 14:37;0;2;"É isso aí muito trabalho, poucos direitos, e muito assédio. https://twitter.com/EdmundoZen/status/1124718892620894208 …";;;;"1124729776290373633";https://twitter.com/Rose23712736/status/1124729776290373633
eu_analucia;2019-05-04 11:33;1;4;"Completamente enojada com uma situação que acabou de acontecer. Durante uma conversa com uma colega de trabalho, ela se deu conta que sofreu assédio DENTRO DE CASA. Não sei se me apavora mais ela não ter noção do que ocorreu ser assédio ou do fato em si.";;;;"1124683350638235648";https://twitter.com/eu_analucia/status/1124683350638235648
Sintrajud;2019-05-04 10:30;0;0;"O assédio moral e a lógica do trabalho no Judiciário, por Daniel Luca https://buff.ly/assedio-Jud pic.twitter.com/nMIEZvZzYr";;;;"1124667496974491648";https://twitter.com/Sintrajud/status/1124667496974491648
jessdeusa;2019-05-04 09:32;0;0;"É assédio na rua, na escola, no trabalho tem clientes babacas q ficam assediando, no ônibus.... q difícil ser mulher mlk";;;;"1124653006723657729";https://twitter.com/jessdeusa/status/1124653006723657729
isaboolinha;2019-05-04 08:48;0;0;"Eu não acredito que estou tendo que acordar antes das nove pra conversar com os donos do meu trabalho, como que assédio moral não é legal";;;;"1124641968288600064";https://twitter.com/isaboolinha/status/1124641968288600064
lepevieira;2019-05-04 02:53;0;0;"O segundo episodio sobre assedio sexual no trabalho de Tica and Bertie, mt foda";;;;"1124552589910183936";https://twitter.com/lepevieira/status/1124552589910183936
VANTU1R;2019-05-04 01:04;0;0;"Consensual né? Se não é assédio no trabalho.";;;;"1124525094833987584";https://twitter.com/VANTU1R/status/1124525094833987584
ThallysBAlm;2019-05-03 23:48;2;8;"# Assédio é o melhor trabalho de direção da Amora Mautner em muito tempo.";;;#;"1124506173653299205";https://twitter.com/ThallysBAlm/status/1124506173653299205
demlocesar;2019-05-03 23:40;0;0;"Aliás, # Assedio tem muito mais forma que conteúdo. É o caso em que o trabalho de direção é muito superior ao de roteiro (que entregou muito menos que prometeu).";;;#;"1124503981265432576";https://twitter.com/demlocesar/status/1124503981265432576
AndreOlivMoura;2019-05-03 21:59;1;3;"Elisa Volpato me apaixonei por sua atuação em # Assédio espero q os autores de novela chamem ela para um trabalho pois acredito q ela vai abrilhantar qualquer obra. # FicaADicaRedeGlobopic.twitter.com/M3hRrDwalw";;;# #;"1124478662252933120";https://twitter.com/AndreOlivMoura/status/1124478662252933120
RafaelCMattos;2019-05-03 21:15;0;5;"Quem não viu ainda, assista Adriana Esteves mais tarde em Assédio. Mais um trabalho espetacular dessa, que pra mim, é a melhor atriz da geração dela. Uma série que nos dias de hoje infelizmente ainda se faz necessária. E ainda tem Mariana Lima no seu melhor trabalho em TV. pic.twitter.com/Aaq8jFR6cx";;;;"1124467652678778880";https://twitter.com/RafaelCMattos/status/1124467652678778880
assisemendes;2019-05-03 20:35;0;0;"[TST] TST lança cartilha e vídeos sobre assédio moral. Material educativo reúne as principais informações para a prevenção de práticas abusivas no ambiente de trabalho.. Veja mais informações em nosso site http://www.assisemendes.com.br  http://www.tst.jus.br/web/guest/noticias/-/asset_publisher/89Dk/content/id/24871964 …";;;;"1124457496062627841";https://twitter.com/assisemendes/status/1124457496062627841
apessoamanuela;2019-05-03 19:35;1;5;"Licença pra autopromoção aqui: Quirido, nos primeiros 6 meses de 2017 meu vô morreu na minha frente, fui assaltada, minha vó morreu, sofri assédio moral no trabalho, tava cercada de relação problemática e PASSEI NO MESTRADO (ecrevi projeto, prova escrita e entrevista). SE POUPE https://twitter.com/haddaddebochado/status/1124425608124149761 …";;;;"1124442390280966144";https://twitter.com/apessoamanuela/status/1124442390280966144
VenusemAries;2019-05-03 17:40;0;13;"Sinceramente, eu não aguento mais passar por esse tipo se situação! Ser mulher é ter que ter medo de verificar o seu trabalho por risco de assédio? Pq sinceramente, eu não tenho coragem alguma de descer sozinha ou com outra menina lá no nosso experimento";;;;"1124413483485888516";https://twitter.com/VenusemAries/status/1124413483485888516
BlogdoBG;2019-05-03 16:53;0;2;"Justiça do Trabalho lança campanha contra o Assédio Moral https://www.blogdobg.com.br/justica-do-trabalho-lanca-campanha-contra-o-assedio-moral/ …pic.twitter.com/MNUQQbxHEF";;;;"1124401585365422081";https://twitter.com/BlogdoBG/status/1124401585365422081
verofato;2019-05-03 13:08;1;2;"Servidora da Sefin denuncia assédio moral e agressão no ambiente de trabalho Leia em:http://bit.ly/2VCqfS9 pic.twitter.com/zyXRKjzH5Y";;;;"1124345035728859136";https://twitter.com/verofato/status/1124345035728859136
diariodovale;2019-05-03 11:32;1;1;"O projeto almeja proporcionar aos servidores e membros da instituição um ambiente de trabalho livre de qualquer tipo de assédio. # diariodovale # riodejaneiro # assédiomoral # assédiosexual # prevenção # cartilhahttps://bit.ly/2VIkJ0f";;;# # # # # #;"1124320789849956352";https://twitter.com/diariodovale/status/1124320789849956352
jully_azevedo;2019-05-03 11:18;0;1;"Semana passada o estagiário do trabalho do meu pai foi detido por assédio no BRT ai na alvorada tb..... Ta mole ser mulher po";;;;"1124317374335864832";https://twitter.com/jully_azevedo/status/1124317374335864832
e_saggin;2019-05-03 09:27;0;0;"Assédio moral é toda e qualquer conduta abusiva que atente, por sua repetição ou sistematização, contra a dignidade ou integridade física ou psíquica de uma pessoa, ameaçando seu emprego ou degradando o clima de trabalho. # AdvocaciaDeResultadospic.twitter.com/UQob0sdcR9";;;#;"1124289369521700864";https://twitter.com/e_saggin/status/1124289369521700864
FabioDiJorge;2019-05-03 08:41;0;0;"Assédio moral no trabalho! No Dia Nacional de Combate ao Assédio Moral, o TST e o Conselho Superior da Justiça do Trabalho lançaram vídeos de prevenção ao assédio moral. O material educativo faz parte da campanha “Pare e Repare – Por um Ambiente de Trabalho Mais Positivo”. pic.twitter.com/cAx7eMVdRN";;;;"1124277902407815169";https://twitter.com/FabioDiJorge/status/1124277902407815169
sfpanta;2019-05-03 08:40;0;0;"Como Prevenir o Assédio Moral no Ambiente de Trabalho – Dicas Para Empresas e Trabalhadores http://trabalhista.blog/2019/05/03/como-prevenir-o-assedio-moral-no-ambiente-de-trabalho-dicas-para-empresas-e-trabalhadores/ …";;;;"1124277594449489920";https://twitter.com/sfpanta/status/1124277594449489920
guiatrabalhista;2019-05-03 08:40;1;0;"Como Prevenir o Assédio Moral no Ambiente de Trabalho – Dicas Para Empresas e Trabalhadores http://trabalhista.blog/2019/05/03/como-prevenir-o-assedio-moral-no-ambiente-de-trabalho-dicas-para-empresas-e-trabalhadores/ …";;;;"1124277591744106496";https://twitter.com/guiatrabalhista/status/1124277591744106496
paulopaim;2019-05-03 07:59;49;232;"Situações vexatórias e desumanas, humilhação, deboche, pressão, ameaças... Assédio moral é crime. Não fique calado. Assédio sexual idem: rompa o silêncio. # SemanaDoTrabalhador # Trabalho # Mulher # Homem";;;# # # #;"1124267352772808704";https://twitter.com/paulopaim/status/1124267352772808704
fbrasilreal;2019-05-03 02:26;0;0;"# LigaNaGuaiba Você já sofreu algum tipo de assédio no trabalho? O Contraponto desta quinta-feira com a apresentação de Fabiano Brasil contou com a participação Júlia Rocha, psicóloga,… https://www.instagram.com/p/Bw_RTUagxYB/?utm_source=ig_twitter_share&igshid=ujy6steghtuh …";;;#;"1124183442575503360";https://twitter.com/fbrasilreal/status/1124183442575503360
caroldeverdade;2019-05-03 01:02;0;2;"desvalorizam o teu trabalho, passam "talentos" pra frente, assédio moral rola solto, incluem poucas pessoas apenas pra manter as aparências... acham que são deuses porque ganham editais legal que você tem um projeto cultural agora faça algo de bom com ele além de INFLAR SEU EGO";;;;"1124162346174357504";https://twitter.com/caroldeverdade/status/1124162346174357504
boadiceaxz;2019-05-02 23:05;0;1;"@ hobbitwho_ será que a tua colega Marina não poderia ajudar nisso? eu vejo mto sobre assédio moral no trabalho mas fora dessa esfera algo pode ser feito??";;@;;"1124132777002246145";https://twitter.com/boadiceaxz/status/1124132777002246145
Daiangeloo;2019-05-02 22:43;0;0;"Saiba quais as consequências do assédio moral no ambiente de trabalho http://g1.globo.com/pernambuco/videos/v/saiba-quais-as-consequencias-do-assedio-moral-no-ambiente-de-trabalho/7584796 …";;;;"1124127264256479239";https://twitter.com/Daiangeloo/status/1124127264256479239
jurinews;2019-05-02 22:15;0;0;"Justiça do Trabalho lança campanha contra o Assédio Moral. https://bit.ly/2Jci4VQ pic.twitter.com/PbFNXppBeS";;;;"1124120318212300800";https://twitter.com/jurinews/status/1124120318212300800
mulheresemfoco;2019-05-02 21:21;0;0;"Vale lembrar, que a Câmara dos Deputados aprovou projeto de lei que torna crime o assédio moral no trabalho e que a proposta aguarda apreciação do Senado Federal. https://twitter.com/STF_oficial/status/1124030925615042562 …";;;;"1124106627043549185";https://twitter.com/mulheresemfoco/status/1124106627043549185
curtisadvogados;2019-05-02 21:04;1;2;"ASSÉDIO MORAL é toda e qualquer conduta abusiva que atente, por sua repetição ou sistematização, contra a dignidade ou integridade física ou psíquica de uma pessoa, ameaçando seu emprego ou degradando o clima de trabalho # assediomoralpic.twitter.com/42hFb4H9Hd";;;#;"1124102478549725185";https://twitter.com/curtisadvogados/status/1124102478549725185
mruizmaia;2019-05-02 20:29;1;1;"Essas ações sempre foram feito do trabalho antiético de muitos advogados, pois o trabalhador tinha um problema de férias vencidas o advogado abria processo por assédio moral, sexual, insalubridade, periculosidade, tentativa de homicídio só visando ganhos. A OAB nunca viu isso.";;;;"1124093482279362560";https://twitter.com/mruizmaia/status/1124093482279362560
bancariospe;2019-05-02 20:19;0;0;"Neste 2 de maio - Dia Nacional de Combate ao Assédio Moral, o Sindicato dos Bancários de Pernambuco reforça o canal de denúncia como principal ferramenta contra à prática abusiva no local de trabalho. A... http://www.bancariospe.org.br/noticiasapp.asp?codigo=18960#.XMt39Y5KjIU …";;;#;"1124091123167899648";https://twitter.com/bancariospe/status/1124091123167899648
PortalGuaraMA;2019-05-02 17:30;0;0;"334 denúncias de assédio moral foram recebidas pelo Ministério Público do Trabalho no Maranhão entre 2014 a 2019. Mas o número de casos pode ser ainda maior...  https://portalguara.com/assedio-moral-uma-conduta-que-pode-trazer-danos-irreparaveis/ …";;;;"1124048571303714816";https://twitter.com/PortalGuaraMA/status/1124048571303714816
MPT_PGT;2019-05-02 17:11;6;17;"Sobrecarregar, isolar, ameaçar e constranger. No trabalho, essas condutas podem causar ansiedade e depressão. Se praticadas de forma reiterada, caracterizam assédio moral. # 2DeMaio # MPTContraOAssédio # Coordigualdadepic.twitter.com/M1aFZ5qc3T";;;# # #;"1124043729625649152";https://twitter.com/MPT_PGT/status/1124043729625649152
bbysweetxs_;2019-05-02 17:00;9;9;"Gente eu to fazendo um trabalho 0ra ajudar meninas torcedoras a se juntarem pra evitar assédio, e pra poder divulgar eu e meu grupo fizemos uma pág no insta, quem poder segue lá por favor https://instagram.com/quisiamo_?igshid=10s9md42r0dzt …";;;;"1124041081518198784";https://twitter.com/bbysweetxs_/status/1124041081518198784
FolhaMaues;2019-05-02 16:28;0;0;"Assédio moral no trabalho é tema de nova campanha do TST e CSJT https://portal.trt11.jus.br/index.php/comunicacao/noticias-lista/4063-assedio-moral-no-trabalho-e-tema-de-nova-campanha-do-tst-e-csjt …";;;;"1124032898519183372";https://twitter.com/FolhaMaues/status/1124032898519183372
caviana2;2019-05-02 16:27;0;1;"Dados da OIT (Organização Internacional do Trabalho) confirmam que 42% dos trabalhadores brasileiros já sofreram assédio moral no trabalho! Está surpreso? Você sabe identificar uma… https://www.instagram.com/p/Bw-LIlJnNgJ/?utm_source=ig_twitter_share&igshid=1gtc7qoh1ye4r …";;;;"1124032632663224326";https://twitter.com/caviana2/status/1124032632663224326
PortalMigalhas;2019-05-02 16:20;1;3;"Recentemente foi aprovado na Câmara o PL 4.742/01, que tipifica o delito de assédio moral no ambiente de trabalho. A norma em questão ganha os comentários de Maurício Froes Guidi e Lourival Lofrano Júnior. http://bit.ly/2vAmSwl pic.twitter.com/H4DLymjOpU";;;;"1124030797328015360";https://twitter.com/PortalMigalhas/status/1124030797328015360
trt11oficial;2019-05-02 16:01;1;3;"No Dia Nacional de # CombateAoAssédioMoral (2/5), o TST e o CSJT lançam cartilha e vídeos de prevenção ao assédio moral. O material educativo faz parte da campanha “Pare e Repare – Por um Ambiente de Trabalho Mais Positivo”. https://is.gd/PWXLZe # MaisRespeitoNoTrabalhopic.twitter.com/PI7u0BUzUY";;;# #;"1124026232247549953";https://twitter.com/trt11oficial/status/1124026232247549953
_thaisfernandex;2019-05-02 15:46;1;5;"É impressionante o número de assédio que a mulher sofre no mercado de trabalho!! Já passei por inúmeras situações, de ter homem me esperando e me seguindo, de homem forçar contato físico com abraço e beijo apertados, verbalmente.. e é absurdo acharem que feminismo é besteira";;;;"1124022446024269824";https://twitter.com/_thaisfernandex/status/1124022446024269824
_thaisfernandex;2019-05-02 15:45;0;0;"Sobre assédio no trabalho. Entreguei alguns documentos e fiquei responsável, apenas perguntei se precisava de mais alguma coisa, a resposta foi: preciso, mais não posso falar aqui. E me faço o que? De sonsa né.";;;;"1124022057002524677";https://twitter.com/_thaisfernandex/status/1124022057002524677
MPF_PGR;2019-05-02 14:35;25;76;"Ouvidoria do MPF promove ações para prevenir e combater o assédio moral, sexual e a discriminação no trabalho. Palestras e orientações sobre como identificar e denunciar essas práticas vão marcar o Dia Nacional de Combate ao Assédio Moral http://bit.ly/2JcGf6K pic.twitter.com/1zZhlbBhxe";;;;"1124004453693173766";https://twitter.com/MPF_PGR/status/1124004453693173766
MVQ_Advocacia;2019-05-02 13:40;0;0;"Saiba como identificar e combater o assédio moral, sexual e a discriminação, dentro e fora do trabalho? http://bit.ly/2DH4vuc  ●○◎※ O assédio moral, sexual e a discriminação são condutas… https://www.instagram.com/p/Bw95sAYjaND/?utm_source=ig_twitter_share&igshid=1tcvbdpij3kgw …";;;;"1123990781851836416";https://twitter.com/MVQ_Advocacia/status/1123990781851836416
cbnrecife;2019-05-02 13:25;0;1;"TRT-PE tem média de 2 processos de assédio moral do trabalho por dia em 2018 http://www.cbnrecife.com/?p=noticia&p1=trt-pe-tem-media-de-2-processos-de-assedio-moral-do-trabalho-por-dia-em-2018 … # NoArNaCBNpic.twitter.com/HXFU77UCds";;;#;"1123986885892825101";https://twitter.com/cbnrecife/status/1123986885892825101
RaissaAzevedo;2019-05-02 13:15;0;6;"Tô no aguardo de algum pronunciamento do @ julianoenrico e da @ TVQuase em relação a acusação de assédio, tô bem aberta a ouvir e dar um voto de confiança por gostar muito do trabalho deles. Agora esse silêncio repentino tá bem péssimo viu.";;@ @;;"1123984346375913472";https://twitter.com/RaissaAzevedo/status/1123984346375913472
almquirino;2019-05-02 12:56;0;0;"02 de Maio é o DIA NACIONAL DE COMBATE AO ASSÉDIO MORAL O assédio moral consiste em atos e comportamentos praticados por empregador, superior hierárquico ou colegas de trabalho, que se… https://www.instagram.com/p/Bw90ovWBmKQ/?utm_source=ig_twitter_share&igshid=12j5x3wsvlofn …";;;;"1123979676400128001";https://twitter.com/almquirino/status/1123979676400128001
JusticaEmFoco;2019-05-02 12:56;1;1;"Dia Nacional de Combate ao Assédio Moral - CLIQUE - Acesse a - Cartilha que reúne informações para prevenção de práticas abusivas no ambiente de trabalho https://www.justicaemfoco.com.br/desc-noticia.php?id=134665#.XMsS_RJPDXo.twitter …";;;#;"1123979513413689345";https://twitter.com/JusticaEmFoco/status/1123979513413689345
maiscastanhal;2019-05-02 12:44;0;0;"Assédio moral é qualquer conduta abusiva que atente, por sua repetição ou sistematização, contra a dignidade ou integridade física/psíquica da pessoa, ameaçando seu emprego ou degradando o clima de trabalho. Em casos… https://www.instagram.com/p/Bw9zNfRhoa8/?igshid=f0c8wn9dutgp …";;;;"1123976541015281664";https://twitter.com/maiscastanhal/status/1123976541015281664
GarciaGelia;2019-05-02 10:53;0;0;"Assédio Moral no Trabalho é definido como qualquer conduta abusiva (gesto, palavra, comportamento, atitude )que atente,por sua repetição ou sistematização contra a dignidade ou integridade psíquica ou física de uma pessoa, ameaçando seu emprego ou degradando o clima de trabalho.";;;;"1123948527208603651";https://twitter.com/GarciaGelia/status/1123948527208603651
msv2008;2019-05-02 10:12;0;0;"DIREITO DO TRABALHO. “Assédio moral é qualquer conduta abusiva que atente, por sua repetição ou sistematização, contra a dignidade ou integridade física/psíquica da pessoa, ameaçando… https://www.instagram.com/p/Bw9hyCDjSRL/?utm_source=ig_twitter_share&igshid=1aqor3pcvtq5o …";;;;"1123938215109566470";https://twitter.com/msv2008/status/1123938215109566470
cbnrecife;2019-05-02 09:22;0;0;"# NoArNaCBN - A juíza do Trabalho Ana Freitas, fala sobre o Dia Nacional de Combate ao Assédio Moral, comemorado no dia 2 de maio.";;;#;"1123925822774173696";https://twitter.com/cbnrecife/status/1123925822774173696
SenadoFederal;2019-05-02 09:00;80;203;"Assédio moral é qualquer conduta abusiva que atente, por sua repetição ou sistematização, contra a dignidade ou integridade física/psíquica da pessoa, ameaçando seu emprego ou degradando o clima de trabalho. Em casos de assédio coletivo, acione o Ministério Público do Trabalho. pic.twitter.com/NsRxKixg3g";;;;"1123920073234833417";https://twitter.com/SenadoFederal/status/1123920073234833417
g1pernambuco;2019-05-02 08:56;2;16;"TRT-PE tem média de dois processos de assédio moral no trabalho registrados por dia em 2018 https://glo.bo/2VGsLXm";;;;"1123919174596812801";https://twitter.com/g1pernambuco/status/1123919174596812801
claudiamoraes67;2019-05-01 22:12;0;1;"Importante também falar sobre assédio moral e sexual no trabalho, mais da metade daa vítimas dessa violência perversa são mulheres. # SaiaJustaNoGNT";;;#;"1123756997705457671";https://twitter.com/claudiamoraes67/status/1123756997705457671
